Deck,Player,Date,Tournament,Placement,Player_Total,Score,Decklist_url,Tournament_url,Decklists
Blastoise ex Druddigon,robbybobbyz,2025-03-29,Ursiiday's Pocket Weekly #22 • 400 USD Prize,522.0,967.0,2 - 0 - 0,/tournament/67df3f20fb3a86a4cffcd2cd/player/robbybobbyz/decklist,/tournament/67df3f20fb3a86a4cffcd2cd/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""2"",""9"":""2""},""Card"":{""0"":""Squirtle"",""1"":""Wartortle"",""2"":""Blastoise ex"",""3"":""Druddigon"",""4"":""Misty"",""5"":""Irida"",""6"":""Professor's Research"",""7"":""Potion"",""8"":""Pok\u00e9 Ball"",""9"":""Giant Cape""},""Version"":{""0"":""(A1-53)"",""1"":""(A1-54)"",""2"":""(A1-56)"",""3"":""(A1a-56)"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA""}}"
Blastoise ex Druddigon,robbybobbyz,2025-03-28,Pocket Legends League #24 (Season 2) - 50 USD,169.0,229.0,1 - 0 - 0,/tournament/67d7da6da99850c6e38ca7e7/player/robbybobbyz/decklist,/tournament/67d7da6da99850c6e38ca7e7/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""2"",""9"":""2""},""Card"":{""0"":""Squirtle"",""1"":""Wartortle"",""2"":""Blastoise ex"",""3"":""Druddigon"",""4"":""Misty"",""5"":""Irida"",""6"":""Professor's Research"",""7"":""Potion"",""8"":""Pok\u00e9 Ball"",""9"":""Giant Cape""},""Version"":{""0"":""(A1-53)"",""1"":""(A1-54)"",""2"":""(A1-56)"",""3"":""(A1a-56)"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA""}}"
Bastiodon Kangaskhan,Ryojo,2025-04-21,🐸FrogEX Monthly 3v3 Cup #3 • 100 USD Prize🐸,2.0,31.0,7 - 2 - 0,/tournament/67c5e2058f99a44fce342414/player/ryojo/decklist,/tournament/67c5e2058f99a44fce342414/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1"",""12"":""1"",""13"":""2""},""Card"":{""0"":""Shieldon"",""1"":""Bastiodon"",""2"":""Kangaskhan"",""3"":""Professor's Research"",""4"":""Leaf"",""5"":""Pok\u00e9mon Center"",""6"":""Iono"",""7"":""Cyrus"",""8"":""Giovanni"",""9"":""Sabrina"",""10"":""Armor Fossil"",""11"":""Pok\u00e9mon Communication"",""12"":""Potion"",""13"":""Rocky Helmet""},""Version"":{""0"":""(A2-113)"",""1"":""(A2-114)"",""2"":""(A1-203)"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Bastiodon Kangaskhan,TobySxE,2025-04-21,🐸FrogEX Monthly 3v3 Cup #3 • 100 USD Prize🐸,5.0,31.0,5 - 2 - 0,/tournament/67c5e2058f99a44fce342414/player/tobysxe/decklist,/tournament/67c5e2058f99a44fce342414/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""2""},""Card"":{""0"":""Shieldon"",""1"":""Bastiodon"",""2"":""Kangaskhan"",""3"":""Professor's Research"",""4"":""Pok\u00e9mon Center"",""5"":""Iono"",""6"":""Sabrina"",""7"":""Cyrus"",""8"":""Armor Fossil"",""9"":""Potion"",""10"":""Rocky Helmet""},""Version"":{""0"":""(A2-113)"",""1"":""(A2-114)"",""2"":""(A1-203)"",""3"":""NA"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA""}}"
Gyarados ex Chatot,Pinguim,2025-04-23,🦜 Chatot Cup #1 - Free,5.0,41.0,3 - 1 - 0,/tournament/68003956b8cdc8c08c20dec7/player/pinguim/decklist,/tournament/68003956b8cdc8c08c20dec7/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""1"",""4"":""2"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Magikarp"",""1"":""Gyarados ex"",""2"":""Chatot"",""3"":""Manaphy"",""4"":""Professor's Research"",""5"":""Misty"",""6"":""Red"",""7"":""Irida"",""8"":""Sabrina"",""9"":""Cyrus"",""10"":""Pok\u00e9 Ball"",""11"":""Rocky Helmet""},""Version"":{""0"":""(A1a-17)"",""1"":""(A1a-18)"",""2"":""(A2-141)"",""3"":""(A2-50)"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Gyarados ex Chatot,Luisotavio405,2025-04-23,🦜 Chatot Cup #1 - Free,17.0,41.0,1 - 1 - 0,/tournament/68003956b8cdc8c08c20dec7/player/luisotavio405/decklist,/tournament/68003956b8cdc8c08c20dec7/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1""},""Card"":{""0"":""Magikarp"",""1"":""Gyarados ex"",""2"":""Manaphy"",""3"":""Chatot"",""4"":""Origin Forme"",""5"":""Professor's Research"",""6"":""Misty"",""7"":""Irida"",""8"":""Red"",""9"":""Sabrina"",""10"":""Pok\u00e9 Ball"",""11"":""Rocky Helmet""},""Version"":{""0"":""(A1a-17)"",""1"":""(A1a-18)"",""2"":""(A2-50)"",""3"":""(A2-141)"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Glaceon ex Floatzel,DarkcrafterXD,2025-04-13,Danielcmini tournament🏆,37.0,147.0,4 - 2 - 0,/tournament/67f695d2d28716d7204d54f6/player/darkcrafterxd/decklist,/tournament/67f695d2d28716d7204d54f6/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""1"",""3"":""1"",""4"":""2"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""1"",""11"":""2"",""12"":""1"",""13"":""2""},""Card"":{""0"":""Eevee"",""1"":""Glaceon ex"",""2"":""Buizel"",""3"":""Floatzel"",""4"":""Professor's Research"",""5"":""Irida"",""6"":""Iono"",""7"":""Red"",""8"":""Cyrus"",""9"":""Sabrina"",""10"":""Team Rocket"",""11"":""Pok\u00e9 Ball"",""12"":""X Speed"",""13"":""Rocky Helmet""},""Version"":{""0"":""(A1-206)"",""1"":""(A2a-22)"",""2"":""(A2b-16)"",""3"":""(P-A-53)"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA""}}"
Glaceon ex Floatzel,upchu,2025-04-19,Ursiiday's Pocket Weekly #25 • 400 USD Prize,315.0,681.0,2 - 2 - 0,/tournament/67fada9357322cac462456f6/player/upchu/decklist,/tournament/67fada9357322cac462456f6/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""1"",""3"":""1"",""4"":""2"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1"",""12"":""2""},""Card"":{""0"":""Eevee"",""1"":""Glaceon ex"",""2"":""Buizel"",""3"":""Floatzel"",""4"":""Irida"",""5"":""Professor's Research"",""6"":""Red"",""7"":""Cyrus"",""8"":""Sabrina"",""9"":""Pok\u00e9 Ball"",""10"":""Potion"",""11"":""X Speed"",""12"":""Rocky Helmet""},""Version"":{""0"":""(A1-206)"",""1"":""(A2a-22)"",""2"":""(A2b-16)"",""3"":""(P-A-53)"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA""}}"
Starmie ex Gyarados ex,dinoco,2025-03-29,📌 Semanal Março #4 - Prize $20 BRL,2.0,13.0,3 - 1 - 0,/tournament/67dc26f72a1c0ece9080485a/player/dinoco/decklist,/tournament/67dc26f72a1c0ece9080485a/details,"{""Amount"":{""0"":""1"",""1"":""1"",""2"":""1"",""3"":""1"",""4"":""1"",""5"":""1"",""6"":""1"",""7"":""2"",""8"":""2"",""9"":""2"",""10"":""1"",""11"":""1"",""12"":""1"",""13"":""2"",""14"":""1"",""15"":""1""},""Card"":{""0"":""Magikarp"",""1"":""Gyarados ex"",""2"":""Staryu"",""3"":""Starmie ex"",""4"":""Palkia ex"",""5"":""Manaphy"",""6"":""Articuno ex"",""7"":""Professor's Research"",""8"":""Misty"",""9"":""Irida"",""10"":""Sabrina"",""11"":""Leaf"",""12"":""Dawn"",""13"":""Pok\u00e9 Ball"",""14"":""Red Card"",""15"":""Pok\u00e9mon Communication""},""Version"":{""0"":""(A1a-17)"",""1"":""(A1a-18)"",""2"":""(A1-74)"",""3"":""(A1-76)"",""4"":""(A2-49)"",""5"":""(A2-50)"",""6"":""(A1-84)"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA"",""13"":""NA"",""14"":""NA"",""15"":""NA""}}"
Starmie ex Gyarados ex,Ismaell,2025-03-29,📌 Semanal Março #4 - Prize $20 BRL,3.0,13.0,2 - 1 - 0,/tournament/67dc26f72a1c0ece9080485a/player/ismaell/decklist,/tournament/67dc26f72a1c0ece9080485a/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""2"",""9"":""2""},""Card"":{""0"":""Magikarp"",""1"":""Gyarados ex"",""2"":""Staryu"",""3"":""Starmie ex"",""4"":""Sabrina"",""5"":""Misty"",""6"":""Leaf"",""7"":""Professor's Research"",""8"":""Pok\u00e9 Ball"",""9"":""Potion""},""Version"":{""0"":""(A1a-17)"",""1"":""(A1a-18)"",""2"":""(A1-74)"",""3"":""(A1-76)"",""4"":""NA"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA""}}"
